image,label
ISIC_0026545,0
ISIC_0026558,0
ISIC_0026571,0
ISIC_0026586,0
ISIC_0026596,0
ISIC_0026604,0
ISIC_0026622,0
ISIC_0026647,0
ISIC_0026652,0
ISIC_0026664,0
ISIC_0026690,0
ISIC_0026694,0
ISIC_0026697,0
ISIC_0026735,0
ISIC_0026738,0
ISIC_0026745,0
ISIC_0026746,0
ISIC_0026754,0
ISIC_0026770,0
ISIC_0026774,0
ISIC_0026796,0
ISIC_0026802,0
ISIC_0026811,0
ISIC_0026823,0
ISIC_0026847,0
ISIC_0026853,0
ISIC_0026868,0
ISIC_0026870,0
ISIC_0026877,0
ISIC_0026892,0
ISIC_0026897,0
ISIC_0026909,0
ISIC_0026916,0
ISIC_0026930,0
ISIC_0026950,0
ISIC_0026954,0
ISIC_0026963,0
ISIC_0026976,0
ISIC_0026989,0
ISIC_0026993,0
ISIC_0026996,0
ISIC_0027021,0
ISIC_0027030,0
ISIC_0027033,0
ISIC_0027043,0
ISIC_0027060,0
ISIC_0027063,0
ISIC_0027065,0
ISIC_0027067,0
ISIC_0027069,0
ISIC_0027071,0
ISIC_0027076,0
ISIC_0027089,0
ISIC_0027100,0
ISIC_0027101,0
ISIC_0027102,0
ISIC_0027105,0
ISIC_0027125,0
ISIC_0027126,0
ISIC_0027130,0
ISIC_0027144,0
ISIC_0027149,0
ISIC_0027155,0
ISIC_0027163,0
ISIC_0027171,0
ISIC_0027174,0
ISIC_0027179,0
ISIC_0027187,0
ISIC_0027190,0
ISIC_0027204,0
ISIC_0027234,0
ISIC_0027238,0
ISIC_0027253,0
ISIC_0027260,0
ISIC_0027261,0
ISIC_0027263,0
ISIC_0027277,0
ISIC_0027282,0
ISIC_0027300,0
ISIC_0027302,0
ISIC_0027306,0
ISIC_0027327,0
ISIC_0027328,0
ISIC_0027350,0
ISIC_0027352,0
ISIC_0027359,0
ISIC_0027387,0
ISIC_0027402,0
ISIC_0027407,0
ISIC_0027420,0
ISIC_0027436,0
ISIC_0027442,0
ISIC_0027480,0
ISIC_0027487,0
ISIC_0027502,0
ISIC_0027507,0
ISIC_0027517,0
ISIC_0027552,0
ISIC_0027560,0
ISIC_0027561,0
ISIC_0027573,0
ISIC_0027590,0
ISIC_0027604,0
ISIC_0027616,0
ISIC_0027620,0
ISIC_0027622,0
ISIC_0027651,0
ISIC_0027659,0
ISIC_0027663,0
ISIC_0027669,0
ISIC_0027673,0
ISIC_0027693,0
ISIC_0027702,0
ISIC_0027721,0
ISIC_0027742,0
ISIC_0027769,0
ISIC_0027776,0
ISIC_0027793,0
ISIC_0027797,0
ISIC_0027822,0
ISIC_0027832,0
ISIC_0027838,0
ISIC_0027863,0
ISIC_0027872,0
ISIC_0027900,0
ISIC_0027904,0
ISIC_0027956,0
ISIC_0027964,0
ISIC_0028003,0
ISIC_0028017,0
ISIC_0028022,0
ISIC_0028026,0
ISIC_0028029,0
ISIC_0028033,0
ISIC_0028041,0
ISIC_0028051,0
ISIC_0028056,0
ISIC_0028065,0
ISIC_0028069,0
ISIC_0028075,0
ISIC_0028082,0
ISIC_0028086,0
ISIC_0028087,0
ISIC_0028103,0
ISIC_0028109,0
ISIC_0028114,0
ISIC_0028126,0
ISIC_0028127,0
ISIC_0028148,0
ISIC_0028156,0
ISIC_0028173,0
ISIC_0028198,0
ISIC_0028211,0
ISIC_0028215,0
ISIC_0028218,0
ISIC_0028219,0
ISIC_0028220,0
ISIC_0028225,0
ISIC_0028227,0
ISIC_0028228,0
ISIC_0028285,0
ISIC_0028288,0
ISIC_0028291,0
ISIC_0028306,0
ISIC_0028317,0
ISIC_0028325,0
ISIC_0028326,0
ISIC_0028352,0
ISIC_0028361,0
ISIC_0028410,0
ISIC_0028412,0
ISIC_0028415,0
ISIC_0028418,0
ISIC_0028442,0
ISIC_0028445,0
ISIC_0028460,0
ISIC_0028463,0
ISIC_0028465,0
ISIC_0028467,0
ISIC_0028481,0
ISIC_0028489,0
ISIC_0028493,0
ISIC_0028505,0
ISIC_0028508,0
ISIC_0028512,0
ISIC_0028519,0
ISIC_0028520,0
ISIC_0028537,0
ISIC_0028543,0
ISIC_0028548,0
ISIC_0028565,0
ISIC_0028567,0
ISIC_0028579,0
ISIC_0028582,0
ISIC_0028584,0
ISIC_0028642,0
ISIC_0028655,0
ISIC_0028666,0
ISIC_0028685,0
ISIC_0028696,0
ISIC_0028709,0
ISIC_0028718,0
ISIC_0028746,0
ISIC_0028760,0
ISIC_0028764,0
ISIC_0028773,0
ISIC_0028777,0
ISIC_0028847,0
ISIC_0028860,0
ISIC_0028878,0
ISIC_0028897,0
ISIC_0028898,0
ISIC_0028899,0
ISIC_0028900,0
ISIC_0028901,0
ISIC_0028915,0
ISIC_0028916,0
ISIC_0028929,0
ISIC_0028930,0
ISIC_0028965,0
ISIC_0028968,0
ISIC_0028969,0
ISIC_0028984,0
ISIC_0029000,0
ISIC_0029013,0
ISIC_0029017,0
ISIC_0029021,0
ISIC_0029028,0
ISIC_0029033,0
ISIC_0029056,0
ISIC_0029081,0
ISIC_0029089,0
ISIC_0029092,0
ISIC_0029094,0
ISIC_0029146,0
ISIC_0029157,0
ISIC_0029163,0
ISIC_0029170,0
ISIC_0029172,0
ISIC_0029209,0
ISIC_0029212,0
ISIC_0029216,0
ISIC_0029238,0
ISIC_0029241,0
ISIC_0029242,0
ISIC_0029265,0
ISIC_0029271,0
ISIC_0029272,0
ISIC_0029281,0
ISIC_0029316,0
ISIC_0029318,0
ISIC_0029319,0
ISIC_0029343,0
ISIC_0029353,0
ISIC_0029363,0
ISIC_0029370,0
ISIC_0029397,0
ISIC_0029434,0
ISIC_0029453,0
ISIC_0029454,0
ISIC_0029473,0
ISIC_0029480,0
ISIC_0029495,0
ISIC_0029502,0
ISIC_0029512,0
ISIC_0029513,0
ISIC_0029538,0
ISIC_0029547,0
ISIC_0029558,0
ISIC_0029562,0
ISIC_0029570,0
ISIC_0029571,0
ISIC_0029574,0
ISIC_0029575,0
ISIC_0029591,0
ISIC_0029606,0
ISIC_0029630,0
ISIC_0029632,0
ISIC_0029642,0
ISIC_0029651,0
ISIC_0029652,0
ISIC_0029660,0
ISIC_0029698,0
ISIC_0029705,0
ISIC_0029726,0
ISIC_0029740,0
ISIC_0029744,0
ISIC_0029780,0
ISIC_0029819,0
ISIC_0029839,0
ISIC_0029843,0
ISIC_0029859,0
ISIC_0029884,0
ISIC_0029885,0
ISIC_0029893,0
ISIC_0029909,0
ISIC_0029913,0
ISIC_0029914,0
ISIC_0029933,0
ISIC_0029937,0
ISIC_0029958,0
ISIC_0029995,0
ISIC_0030002,0
ISIC_0030014,0
ISIC_0030031,0
ISIC_0030032,0
ISIC_0030034,0
ISIC_0030047,0
ISIC_0030060,0
ISIC_0030080,0
ISIC_0030083,0
ISIC_0030089,0
ISIC_0030106,0
ISIC_0030107,0
ISIC_0030110,0
ISIC_0030119,0
ISIC_0030122,0
ISIC_0030129,0
ISIC_0030134,0
ISIC_0030150,0
ISIC_0030165,0
ISIC_0030171,0
ISIC_0030183,0
ISIC_0030187,0
ISIC_0030192,0
ISIC_0030211,0
ISIC_0030223,0
ISIC_0030238,0
ISIC_0030246,0
ISIC_0030255,0
ISIC_0030277,0
ISIC_0030281,0
ISIC_0030324,0
ISIC_0030333,0
ISIC_0030356,0
ISIC_0030360,0
ISIC_0030366,0
ISIC_0030382,0
ISIC_0030390,0
ISIC_0030391,0
ISIC_0030417,0
ISIC_0030423,0
ISIC_0030440,0
ISIC_0030443,0
ISIC_0030445,0
ISIC_0030486,0
ISIC_0030501,0
ISIC_0030507,0
ISIC_0030512,0
ISIC_0030521,0
ISIC_0030539,0
ISIC_0030552,0
ISIC_0030564,0
ISIC_0030575,0
ISIC_0030604,0
ISIC_0030616,0
ISIC_0030623,0
ISIC_0030653,0
ISIC_0030681,0
ISIC_0030689,0
ISIC_0030695,0
ISIC_0030747,0
ISIC_0030754,0
ISIC_0030756,0
ISIC_0030759,0
ISIC_0030760,0
ISIC_0030784,0
ISIC_0030795,0
ISIC_0030798,0
ISIC_0030818,0
ISIC_0030824,0
ISIC_0030828,0
ISIC_0030843,0
ISIC_0030883,0
ISIC_0030898,0
ISIC_0030901,0
ISIC_0030910,0
ISIC_0030925,0
ISIC_0030929,0
ISIC_0030932,0
ISIC_0030950,0
ISIC_0030951,0
ISIC_0030970,0
ISIC_0030995,0
ISIC_0031005,0
ISIC_0031013,0
ISIC_0031023,0
ISIC_0031025,0
ISIC_0031034,0
ISIC_0031077,0
ISIC_0031087,0
ISIC_0031118,0
ISIC_0031146,0
ISIC_0031170,0
ISIC_0031177,0
ISIC_0031186,0
ISIC_0031189,0
ISIC_0031203,0
ISIC_0031208,0
ISIC_0031233,0
ISIC_0031239,0
ISIC_0031295,0
ISIC_0031303,0
ISIC_0031310,0
ISIC_0031339,0
ISIC_0031350,0
ISIC_0031368,0
ISIC_0031369,0
ISIC_0031377,0
ISIC_0031386,0
ISIC_0031389,0
ISIC_0031401,0
ISIC_0031406,0
ISIC_0031408,0
ISIC_0031410,0
ISIC_0031417,0
ISIC_0031479,0
ISIC_0031494,0
ISIC_0031498,0
ISIC_0031499,0
ISIC_0031517,0
ISIC_0031529,0
ISIC_0031543,0
ISIC_0031545,0
ISIC_0031550,0
ISIC_0031554,0
ISIC_0031557,0
ISIC_0031561,0
ISIC_0031565,0
ISIC_0031586,0
ISIC_0031598,0
ISIC_0031642,0
ISIC_0031666,0
ISIC_0031670,0
ISIC_0031709,0
ISIC_0031711,0
ISIC_0031718,0
ISIC_0031741,0
ISIC_0031745,0
ISIC_0031746,0
ISIC_0031778,0
ISIC_0031779,0
ISIC_0031784,0
ISIC_0031795,0
ISIC_0031821,0
ISIC_0031844,0
ISIC_0031890,0
ISIC_0031900,0
ISIC_0031908,0
ISIC_0031915,0
ISIC_0031931,0
ISIC_0031941,0
ISIC_0031953,0
ISIC_0031957,0
ISIC_0031958,0
ISIC_0031972,0
ISIC_0031977,0
ISIC_0031999,0
ISIC_0032017,0
ISIC_0032019,0
ISIC_0032036,0
ISIC_0032044,0
ISIC_0032046,0
ISIC_0032070,0
ISIC_0032072,0
ISIC_0032079,0
ISIC_0032081,0
ISIC_0032095,0
ISIC_0032098,0
ISIC_0032110,0
ISIC_0032134,0
ISIC_0032149,0
ISIC_0032152,0
ISIC_0032182,0
ISIC_0032187,0
ISIC_0032190,0
ISIC_0032192,0
ISIC_0032197,0
ISIC_0032204,0
ISIC_0032207,0
ISIC_0032214,0
ISIC_0032219,0
ISIC_0032220,0
ISIC_0032232,0
ISIC_0032244,0
ISIC_0032245,0
ISIC_0032248,0
ISIC_0032258,0
ISIC_0032265,0
ISIC_0032269,0
ISIC_0032287,0
ISIC_0032308,0
ISIC_0032313,0
ISIC_0032331,0
ISIC_0032372,0
ISIC_0032389,0
ISIC_0032396,0
ISIC_0032400,0
ISIC_0032408,0
ISIC_0032420,0
ISIC_0032424,0
ISIC_0032425,0
ISIC_0032430,0
ISIC_0032433,0
ISIC_0032441,0
ISIC_0032447,0
ISIC_0032450,0
ISIC_0032462,0
ISIC_0032466,0
ISIC_0032476,0
ISIC_0032504,0
ISIC_0032509,0
ISIC_0032511,0
ISIC_0032517,0
ISIC_0032522,0
ISIC_0032526,0
ISIC_0032531,0
ISIC_0032532,0
ISIC_0032533,0
ISIC_0032535,0
ISIC_0032537,0
ISIC_0032544,0
ISIC_0032547,0
ISIC_0032550,0
ISIC_0032552,0
ISIC_0032559,0
ISIC_0032564,0
ISIC_0032569,0
ISIC_0032583,0
ISIC_0032586,0
ISIC_0032592,0
ISIC_0032596,0
ISIC_0032597,0
ISIC_0032598,0
ISIC_0032602,0
ISIC_0032603,0
ISIC_0032604,0
ISIC_0032610,0
ISIC_0032617,0
ISIC_0032622,0
ISIC_0032624,0
ISIC_0032626,0
ISIC_0032629,0
ISIC_0032630,0
ISIC_0032637,0
ISIC_0032638,0
ISIC_0032645,0
ISIC_0032653,0
ISIC_0032656,0
ISIC_0032662,0
ISIC_0032672,0
ISIC_0032684,0
ISIC_0032685,0
ISIC_0032687,0
ISIC_0032690,0
ISIC_0032695,0
ISIC_0032698,0
ISIC_0032699,0
ISIC_0032709,0
ISIC_0032716,0
ISIC_0032718,0
ISIC_0032722,0
ISIC_0032723,0
ISIC_0032724,0
ISIC_0032726,0
ISIC_0032730,0
ISIC_0032733,0
ISIC_0032736,0
ISIC_0032750,0
ISIC_0032751,0
ISIC_0032766,0
ISIC_0032774,0
ISIC_0032782,0
ISIC_0032790,0
ISIC_0032797,0
ISIC_0032806,0
ISIC_0032807,0
ISIC_0032810,0
ISIC_0032812,0
ISIC_0032823,0
ISIC_0032833,0
ISIC_0032836,0
ISIC_0032840,0
ISIC_0032841,0
ISIC_0032844,0
ISIC_0032845,0
ISIC_0032847,0
ISIC_0032856,0
ISIC_0032862,0
ISIC_0032869,0
ISIC_0032870,0
ISIC_0032872,0
ISIC_0032873,0
ISIC_0032875,0
ISIC_0032879,0
ISIC_0032887,0
ISIC_0032888,0
ISIC_0032892,0
ISIC_0032903,0
ISIC_0032913,0
ISIC_0032915,0
ISIC_0032917,0
ISIC_0032918,0
ISIC_0032921,0
ISIC_0032922,0
ISIC_0032925,0
ISIC_0032927,0
ISIC_0032936,0
ISIC_0032938,0
ISIC_0032940,0
ISIC_0032955,0
ISIC_0032958,0
ISIC_0032960,0
ISIC_0032965,0
ISIC_0032968,0
ISIC_0032970,0
ISIC_0032975,0
ISIC_0032976,0
ISIC_0032981,0
ISIC_0032982,0
ISIC_0032984,0
ISIC_0032985,0
ISIC_0032987,0
ISIC_0032988,0
ISIC_0032993,0
ISIC_0033004,0
ISIC_0033017,0
ISIC_0033023,0
ISIC_0033024,0
ISIC_0033027,0
ISIC_0033029,0
ISIC_0033034,0
ISIC_0033037,0
ISIC_0033038,0
ISIC_0033042,0
ISIC_0033047,0
ISIC_0033050,0
ISIC_0033051,0
ISIC_0033055,0
ISIC_0033061,0
ISIC_0033063,0
ISIC_0033068,0
ISIC_0033073,0
ISIC_0033074,0
ISIC_0033081,0
ISIC_0033089,0
ISIC_0033099,0
ISIC_0033103,0
ISIC_0033114,0
ISIC_0033117,0
ISIC_0033120,0
ISIC_0033122,0
ISIC_0033125,0
ISIC_0033129,0
ISIC_0033141,0
ISIC_0033152,0
ISIC_0033154,0
ISIC_0033166,0
ISIC_0033171,0
ISIC_0033174,0
ISIC_0033175,0
ISIC_0033178,0
ISIC_0033180,0
ISIC_0033183,0
ISIC_0033186,0
ISIC_0033192,0
ISIC_0033193,0
ISIC_0033196,0
ISIC_0033198,0
ISIC_0033204,0
ISIC_0033206,0
ISIC_0033209,0
ISIC_0033216,0
ISIC_0033217,0
ISIC_0033226,0
ISIC_0033232,0
ISIC_0033238,0
ISIC_0033239,0
ISIC_0033240,0
ISIC_0033241,0
ISIC_0033245,0
ISIC_0033258,0
ISIC_0033261,0
ISIC_0033267,0
ISIC_0033268,0
ISIC_0033269,0
ISIC_0033272,0
ISIC_0033274,0
ISIC_0033275,0
ISIC_0033278,0
ISIC_0033279,0
ISIC_0033286,0
ISIC_0033287,0
ISIC_0033299,0
ISIC_0033300,0
ISIC_0033302,0
ISIC_0033304,0
ISIC_0033310,0
ISIC_0033312,0
ISIC_0033317,0
ISIC_0033320,0
ISIC_0033323,0
ISIC_0033324,0
ISIC_0033325,0
ISIC_0033333,0
ISIC_0033336,0
ISIC_0033337,0
ISIC_0033344,0
ISIC_0033362,0
ISIC_0033368,0
ISIC_0033369,0
ISIC_0033377,0
ISIC_0033387,0
ISIC_0033392,0
ISIC_0033393,0
ISIC_0033394,0
ISIC_0033399,0
ISIC_0033405,0
ISIC_0033415,0
ISIC_0033416,0
ISIC_0033424,0
ISIC_0033426,0
ISIC_0033428,0
ISIC_0033429,0
ISIC_0033431,0
ISIC_0033432,0
ISIC_0033440,0
ISIC_0033444,0
ISIC_0033452,0
ISIC_0033454,0
ISIC_0033469,0
ISIC_0033470,0
ISIC_0033473,0
ISIC_0033476,0
ISIC_0033477,0
ISIC_0033479,0
ISIC_0033485,0
ISIC_0033487,0
ISIC_0033496,0
ISIC_0033498,0
ISIC_0033500,0
ISIC_0033518,0
ISIC_0033520,0
ISIC_0033522,0
ISIC_0033524,0
ISIC_0033526,0
ISIC_0033533,0
ISIC_0033534,0
ISIC_0033538,0
ISIC_0033545,0
ISIC_0033546,0
ISIC_0033559,0
ISIC_0033560,0
ISIC_0033562,0
ISIC_0033568,0
ISIC_0033569,0
ISIC_0033570,0
ISIC_0033573,0
ISIC_0033578,0
ISIC_0033586,0
ISIC_0033593,0
ISIC_0033594,0
ISIC_0033595,0
ISIC_0033603,0
ISIC_0033607,0
ISIC_0033611,0
ISIC_0033612,0
ISIC_0033616,0
ISIC_0033619,0
ISIC_0033624,0
ISIC_0033630,0
ISIC_0033636,0
ISIC_0033638,0
ISIC_0033643,0
ISIC_0033644,0
ISIC_0033651,0
ISIC_0033653,0
ISIC_0033654,0
ISIC_0033655,0
ISIC_0033662,0
ISIC_0033663,0
ISIC_0033668,0
ISIC_0033670,0
ISIC_0033678,0
ISIC_0033679,0
ISIC_0033687,0
ISIC_0033696,0
ISIC_0033700,0
ISIC_0033704,0
ISIC_0033708,0
ISIC_0033710,0
ISIC_0033713,0
ISIC_0033717,0
ISIC_0033725,0
ISIC_0033728,0
ISIC_0033730,0
ISIC_0033752,0
ISIC_0033754,0
ISIC_0033773,0
ISIC_0033779,0
ISIC_0033801,0
ISIC_0033802,0
ISIC_0033804,0
ISIC_0033805,0
ISIC_0033806,0
ISIC_0033807,0
ISIC_0033812,0
ISIC_0033813,0
ISIC_0033814,0
ISIC_0033819,0
ISIC_0033820,0
ISIC_0033831,0
ISIC_0033834,0
ISIC_0033843,0
ISIC_0033848,0
ISIC_0033856,0
ISIC_0033863,0
ISIC_0033871,0
ISIC_0033872,0
ISIC_0033874,0
ISIC_0033878,0
ISIC_0033881,0
ISIC_0033883,0
ISIC_0033885,0
ISIC_0033886,0
ISIC_0033893,0
ISIC_0033901,0
ISIC_0033902,0
ISIC_0033905,0
ISIC_0033911,0
ISIC_0033925,0
ISIC_0033931,0
ISIC_0033938,0
ISIC_0033942,0
ISIC_0033946,0
ISIC_0033947,0
ISIC_0033953,0
ISIC_0033956,0
ISIC_0033957,0
ISIC_0033962,0
ISIC_0033967,0
ISIC_0033968,0
ISIC_0033975,0
ISIC_0033977,0
ISIC_0033980,0
ISIC_0033981,0
ISIC_0033985,0
ISIC_0033986,0
ISIC_0033995,0
ISIC_0033999,0
ISIC_0034000,0
ISIC_0034002,0
ISIC_0034005,0
ISIC_0034006,0
ISIC_0034012,0
ISIC_0034022,0
ISIC_0034028,0
ISIC_0034034,0
ISIC_0034036,0
ISIC_0034046,0
ISIC_0034048,0
ISIC_0034049,0
ISIC_0034050,0
ISIC_0034051,0
ISIC_0034052,0
ISIC_0034059,0
ISIC_0034061,0
ISIC_0034062,0
ISIC_0034064,0
ISIC_0034065,0
ISIC_0034068,0
ISIC_0034071,0
ISIC_0034074,0
ISIC_0034076,0
ISIC_0034085,0
ISIC_0034087,0
ISIC_0034089,0
ISIC_0034092,0
ISIC_0034094,0
ISIC_0034100,0
ISIC_0034101,0
ISIC_0034104,0
ISIC_0034106,0
ISIC_0034107,0
ISIC_0034117,0
ISIC_0034118,0
ISIC_0034120,0
ISIC_0034132,0
ISIC_0034134,0
ISIC_0034140,0
ISIC_0034141,0
ISIC_0034145,0
ISIC_0034150,0
ISIC_0034159,0
ISIC_0034162,0
ISIC_0034170,0
ISIC_0034172,0
ISIC_0034173,0
ISIC_0034180,0
ISIC_0034183,0
ISIC_0034188,0
ISIC_0034202,0
ISIC_0034205,0
ISIC_0034208,0
ISIC_0034211,0
ISIC_0034216,0
ISIC_0034218,0
ISIC_0034222,0
ISIC_0034233,0
ISIC_0034236,0
ISIC_0034239,0
ISIC_0034242,0
ISIC_0034243,0
ISIC_0034246,0
ISIC_0034253,0
ISIC_0034256,0
ISIC_0034262,0
ISIC_0034263,0
ISIC_0034269,0
ISIC_0034275,0
ISIC_0034284,0
ISIC_0034287,0
ISIC_0034289,0
ISIC_0034294,0
ISIC_0034313,0
ISIC_0034316,0
ISIC_0034317,0
ISIC_0024306,1
ISIC_0024307,1
ISIC_0024308,1
ISIC_0024309,1
ISIC_0024311,1
ISIC_0024314,1
ISIC_0024316,1
ISIC_0024317,1
ISIC_0024319,1
ISIC_0024320,1
ISIC_0024321,1
ISIC_0024322,1
ISIC_0024325,1
ISIC_0024326,1
ISIC_0024327,1
ISIC_0024328,1
ISIC_0024334,1
ISIC_0024335,1
ISIC_0024339,1
ISIC_0024340,1
ISIC_0024341,1
ISIC_0024342,1
ISIC_0024343,1
ISIC_0024344,1
ISIC_0024346,1
ISIC_0024347,1
ISIC_0024348,1
ISIC_0024349,1
ISIC_0024350,1
ISIC_0024352,1
ISIC_0024353,1
ISIC_0024354,1
ISIC_0024355,1
ISIC_0024356,1
ISIC_0024357,1
ISIC_0024359,1
ISIC_0024361,1
ISIC_0024362,1
ISIC_0024363,1
ISIC_0024364,1
ISIC_0024365,1
ISIC_0024366,1
ISIC_0024368,1
ISIC_0024369,1
ISIC_0024373,1
ISIC_0024374,1
ISIC_0024376,1
ISIC_0024377,1
ISIC_0024378,1
ISIC_0024379,1
ISIC_0024380,1
ISIC_0024384,1
ISIC_0024385,1
ISIC_0024387,1
ISIC_0024388,1
ISIC_0024389,1
ISIC_0024390,1
ISIC_0024391,1
ISIC_0024392,1
ISIC_0024393,1
ISIC_0024394,1
ISIC_0024395,1
ISIC_0024397,1
ISIC_0024398,1
ISIC_0024399,1
ISIC_0024401,1
ISIC_0024404,1
ISIC_0024405,1
ISIC_0024406,1
ISIC_0024407,1
ISIC_0024413,1
ISIC_0024414,1
ISIC_0024415,1
ISIC_0024416,1
ISIC_0024417,1
ISIC_0024419,1
ISIC_0024421,1
ISIC_0024423,1
ISIC_0024424,1
ISIC_0024425,1
ISIC_0024427,1
ISIC_0024428,1
ISIC_0024429,1
ISIC_0024430,1
ISIC_0024433,1
ISIC_0024434,1
ISIC_0024437,1
ISIC_0024438,1
ISIC_0024439,1
ISIC_0024440,1
ISIC_0024441,1
ISIC_0024442,1
ISIC_0024444,1
ISIC_0024447,1
ISIC_0024451,1
ISIC_0024455,1
ISIC_0024456,1
ISIC_0024458,1
ISIC_0024460,1
ISIC_0024462,1
ISIC_0024464,1
ISIC_0024465,1
ISIC_0024466,1
ISIC_0024467,1
ISIC_0024469,1
ISIC_0024473,1
ISIC_0024474,1
ISIC_0024476,1
ISIC_0024478,1
ISIC_0024479,1
ISIC_0024480,1
ISIC_0024483,1
ISIC_0024484,1
ISIC_0024485,1
ISIC_0024486,1
ISIC_0024487,1
ISIC_0024488,1
ISIC_0024491,1
ISIC_0024492,1
ISIC_0024493,1
ISIC_0024497,1
ISIC_0024499,1
ISIC_0024500,1
ISIC_0024501,1
ISIC_0024502,1
ISIC_0024503,1
ISIC_0024506,1
ISIC_0024507,1
ISIC_0024508,1
ISIC_0024509,1
ISIC_0024510,1
ISIC_0024512,1
ISIC_0024513,1
ISIC_0024514,1
ISIC_0024518,1
ISIC_0024519,1
ISIC_0024520,1
ISIC_0024521,1
ISIC_0024523,1
ISIC_0024524,1
ISIC_0024526,1
ISIC_0024527,1
ISIC_0024528,1
ISIC_0024529,1
ISIC_0024530,1
ISIC_0024531,1
ISIC_0024532,1
ISIC_0024533,1
ISIC_0024534,1
ISIC_0024535,1
ISIC_0024536,1
ISIC_0024538,1
ISIC_0024540,1
ISIC_0024541,1
ISIC_0024542,1
ISIC_0024543,1
ISIC_0024544,1
ISIC_0024548,1
ISIC_0024549,1
